"DitchReservoirCompanyName","OWF_ID","OWF_ID_Flag","BusinessEntity_ID","BusinessEntity_ID_Flag","DARCAMember","EntityStartDate","EntityStartDate_Flag","EntityEndDate","EntityEndDate_Flag","Ditch_WDID_CSV","Ditch_WDID_CSV_Flag","Reservoir_WDID_CSV","Reservoir_WDID_CSV_Flag","Latitude","Longitude","Lat_Long_Flag","Municipality","Municipality_Flag","IBCC_Basin","IBCC_Basin_Flag","Website","Website_Flag","Comment"
Rist And Benson Reservoir Company,,x,19871037166,G,N,1903-08-05,G,,N,,x,,x,,,x,,x,,x,,x,
Riverside Ditch And Allen Extension Company,,x,19911034461,G,Y,1991-05-14,G,,N,,x,,x,38.879639,-106.155677,G2,Buena Vista,G,Arkansas,G1,,x,
Riverside Irrigation District,,x,,x,Y,,x,,N,,x,,x,,,x,Fort Morgan,G,,x,,x,
Riverside Reservoir And Land Company,RiversideRC,G,19871038709,G,N,1904-05-19,G,,N,,x,,x,40.249935,-103.798902,G2,Fort Morgan,G,South Platte,,,x,
Rixey Mutual Lateral Ditch Company,,x,19871099411,G,N,1935-06-18,G,,N,,x,,x,,,x,,x,,x,,x,
Roaring Fork River--Robertson Ditch Company,,x,19911061031,G,N,1991-08-05,G,1996-06-01,G,,x,,x,,,x,,x,,x,,x,
Roberson Manor Irrigation Company,,x,19871395308,G,N,1980-03-17,G,,N,,x,,x,39.167729,-108.735169,G2,Fruita,G,Colorado,G1,,x,
Roberta Ditch Company,,x,19871077639,G,N,1923-05-07,G,,N,,x,,x,,,x,,x,,x,,x,
Roberts-Stucker Ditch Association,,x,20071219327,G,N,2007-05-07,G,,N,,x,,x,38.863289,-107.635619,G2,Hotchkiss,G,Gunnison,G1,,x,
Robinson Ditch Company,,x,19871291936,G,N,1975-09-11,G,,N,,x,,x,39.391163,-107.082368,G2,Carbondale,G,Colorado,G1,,x,
"Rockford Ditch Association, Inc.",,x,19871133564,G,N,1956-09-12,G,,N,,x,,x,39.408456,-107.229634,G2,Carbondale,G,Colorado,G1,,x,
Rockwell Ditch Company,RockwellDC,G,19871006573,G,N,1884-10-09,G,,N,,x,,x,40.287475,-105.039097,G2,Berthoud,G,South Platte,G1,,x,
Rocky Ford Ditch Company,,x,19871005047,G,N,1882-07-27,G,,N,,x,,x,38.098509,-103.748564,G2,Rocky Ford,G,Arkansas,G1,,x,
Rocky Ford Irrigation Company,,x,20151396697,G,N,2015-06-19,G,,N,,x,,x,38.834184,-104.823209,G2,Colorado Springs,G,Arkansas,G1,,x,
"Rocky Ford Lateral No. 2, Inc.",,x,19871149070,G,N,1960-07-05,G,,N,,x,,x,,,x,,x,,x,,x,
Rogers Mesa Water Distribution Association,,x,,x,Y,,x,,N,,x,,x,,,x,Hotchkiss,G,,x,,x,
Romero Irrigation Company,,x,19871030855,G,N,1900-07-07,G,,N,,x,,x,,,x,,x,,x,,x,
Root And Ratliff Ditch Company,,x,19871112677,G,N,1947-05-14,G,,N,,x,,x,37.312519,-108.317646,G2,Mancos,G,Southwest,G1,,x,
Roseman Ditch Company,,x,20131213823,G,N,2013-04-02,G,,N,,x,,x,39.556653,-107.614479,G2,Silt,G,Colorado,G1,,x,
Roseman Ditch Company,,x,19871452324,G,N,1981-10-19,G,1989-01-01,G,,x,,x,39.978960,-107.618865,G2,New Castle,G,Yampa,G1,,x,
Ross Brothers Ditch Company,,x,19871117914,G,N,1950-08-24,G,,N,,x,,x,,,x,,x,,x,,x,
Rough And Ready Irrigating Ditch Company,RoughAndReadyIDC,G,19871011688,G,Y,1891-02-17,G,,N,,x,,x,39.685592,-104.971324,G2,Denver,G,Metro,G1,,x,
Runyan Ditch Company,RunyanDC,G,20051136783,G,N,2005-03-31,G,,N,,x,,x,39.685592,-104.971324,G2,Denver,G,Metro,G1,,x,
Rural Ditch Company,RuralDC,G,19871000673,G,Y,1873-02-13,G,,N,,x,,x,39.685592,-104.971324,G2,Denver,G,Metro,G1,,x,
Russell And Thatcher Ditch And Reservor Company,,x,19871044292,G,N,1907-02-23,G,,N,,x,,x,,,x,,x,,x,,x,
Ryan Gulch Reservoir Company,RyanGulchRC,G,19871039882,G,N,1905-01-26,G,,N,,x,,x,40.373978,-105.098299,G2,Loveland,G,South Platte,,,x,
Sackett Reservoir Company,,x,19871070464,G,N,1919-11-10,G,,N,,x,,x,,,x,,x,,x,,x,
Saddle Mountain High Line Enlargement And Extension Ditch Company,,x,19871055556,G,N,1912-01-15,G,,N,,x,,x,38.687800,-107.578000,G2,Crawford,G,Gunnison,G1,,x,
Saguache Drainage And Irrigation Company,,x,19871054137,G,N,1911-04-21,G,,N,,x,,x,,,x,,x,,x,,x,
Salida Ditch Company,,x,19871971702,G,N,1920-04-17,G,,N,,x,,x,,,x,,x,,x,,x,
Salisbury Lateral Ditch Company,SalisburyLDC,G,19871032346,G,N,1901-03-23,G,,N,,x,,x,39.732937,-105.009534,G2,Denver,G,Metro,G1,,x,
Sampson & Frasier Ditch Company,,x,20151211912,G,N,2015-03-25,G,,N,,x,,x,38.492817,-107.908570,G2,Montrose,G,Gunnison,G1,,x,
San Francisco Ditch Company,,x,19871210565,G,N,1969-07-23,G,,N,,x,,x,37.200848,-105.423901,G2,San Luis,G,Rio Grande,G1,,x,
San Isabel Water Users' Association,,x,19871119976,G,N,1951-04-19,G,,N,,x,,x,,,x,,x,,x,,x,
San Luis Peoples Ditch Company,,x,19871192920,G,N,1967-04-20,G,,N,,x,,x,,,x,,x,,x,,x,
San Pedro Mutual Ditch Company,,x,19871124120,G,N,1953-07-28,G,,N,,x,,x,,,x,,x,,x,,x,
Sanborn Reservoir and Ditch Company,SanbornRDC,G,19871026863,G,Y,1898-06-20,G,,N,,x,,x,40.204662,-104.919495,G2,Platteville,G,South Platte,G1,,x,
Sanchez Ditch And Reservoir Company,,x,19871127962,G,N,1955-02-07,G,,N,,x,,x,37.213903,-105.564458,G3,San Acacio,G,Rio Grande,G1,,x,
Sand Dike Ditch Company,SandDikeDC,G,19941078740,G,N,1994-07-13,G,,N,,x,,x,40.544948,-104.995944,G2,Fort Collins,G,South Platte,G1,,x,
Sanders Ditch Company LLC,,x,20131065253,G,N,2013-01-28,G,,N,,x,,x,37.306075,-107.863109,G2,Durango,G,Southwest,G1,,x,
Sanford Lateral Ditch Company,,x,19871087899,G,N,1928-05-16,G,,N,,x,,x,,,x,,x,,x,,x,
Santa Fe Reservoir Company,,x,19871993437,G,N,1931-04-10,G,,N,,x,,x,,,x,,x,,x,,x,
Santa Maria Reservoir Company,,x,19871093437,G,Y,1931-04-10,G,,N,,x,,x,37.579592,-106.148380,G2,Monte Vista,G,Rio Grande,,,x,
Scandinavian Ditch Company,,x,19871026582,G,N,1898-04-16,G,,N,,x,,x,,,x,,x,,x,,x,
Schneider Ditch Company,SchneiderDC,G,19871001462,G,N,1877-05-05,G,,N,,x,,x,40.625542,-103.207709,G2,Sterling,G,South Platte,G1,,x,
School Lateral Ditch Company,SchoolLDC,G,19871083411,G,N,1926-03-26,G,,N,,x,,x,39.729231,-105.059943,G2,Lakewood,G,Metro,G1,,x,
Schroder Irrigating Ditch Company,,x,19871007326,G,N,1886-04-10,G,,N,,x,,x,,,x,,x,,x,,x,
Seaman Syndicate Ditch Company,,x,19871052961,G,N,1910-11-01,G,,N,,x,,x,,,x,,x,,x,,x,
Second Creek Lateral Ditch And Reservoir Company,,x,19871075787,G,N,1922-06-11,G,,N,,x,,x,,,x,,x,,x,,x,
Security Lateral Company,,x,19871142822,G,N,1959-03-30,G,,N,,x,,x,,,x,,x,,x,,x,
Sellman Mutual Lateral Ditch Company,,x,19871067232,G,N,1918-04-18,G,,N,,x,,x,,,x,,x,,x,,x,
Servietta Ditch Company,,x,19871047751,G,N,1908-03-21,G,,N,,x,,x,,,x,,x,,x,,x,
Seven Lakes Irrigation Company,,x,19871106835,G,N,1942-01-26,G,,N,,x,,x,,,x,,x,,x,,x,
Seven Lakes Reservoir Company,SevenLakesRC,G,19871030487,G,N,1900-05-09,G,,N,,x,,x,40.424654,-104.715577,G2,Greeley,G,South Platte,,,x,
"Shamrock Irrigation Company, Inc.",ShamrockIC,G,19941023386,G,Y,1994-02-28,G,,N,,x,,x,40.570379,-105.063777,G2,Fort Collins,G,South Platte,G1,,x,
Shavano Valley Ditch Company,,x,19901053050,G,N,1990-05-18,G,,N,,x,,x,38.417746,-107.934998,G2,Montrose,G,Gunnison,G1,,x,
Shaw Reservoir Company,,x,19871128251,G,N,1955-03-07,G,,N,,x,,x,37.695331,-106.558585,G2,South Fork,G,Rio Grande,,,x,
Sheaffer Ditch Company,,x,19871408608,G,N,1980-07-31,G,,N,,x,,x,39.457116,-107.212451,G2,Carbondale,G,Colorado,G1,,x,
Sheek Ditch Company,,x,20041022232,G,N,2004-01-20,G,,N,,x,,x,37.327005,-108.343117,G2,Mancos,G,Southwest,G1,,x,
Shelton Mutual Ditch Company,,x,19871079190,G,N,1924-03-18,G,,N,,x,,x,,,x,,x,,x,,x,
Sheridan Blvd. Lateral Ditch Company,,x,19871108807,G,N,1944-09-15,G,,N,,x,,x,,,x,,x,,x,,x,
Sherwood Reservoir Company,,x,19871255727,G,N,1973-03-27,G,,N,,x,,x,38.674700,-108.039000,G2,Delta,G,Gunnison,,,x,
"Shippee Ditch Company, Inc.",,x,20071451730,G,N,2007-10-01,G,,N,,x,,x,39.364644,-107.085104,G2,Basalt,G,Colorado,G1,,x,
Short Ditch Company,,x,19871030955,G,N,1900-07-25,G,,N,,x,,x,38.810542,-107.687077,G2,Hotchkiss,G,Gunnison,G1,,x,
Short Ditch Extension Company,,x,19871109202,G,N,1945-02-28,G,,N,,x,,x,38.810542,-107.687077,G2,Hotchkiss,G,Gunnison,G1,,x,
Short Line Ditch Company,,x,19871005123,G,N,1882-09-05,G,,N,,x,,x,,,x,,x,,x,,x,
Si Johnson Ditch Company,,x,20091619088,G,N,2009-11-25,G,,N,,x,,x,39.189758,-106.817995,G2,Aspen,G,Colorado,G1,,x,
Signal Ditch Company,,x,19871006953,G,N,1885-06-02,G,,N,,x,,x,,,x,,x,,x,,x,
Silver Lake Ditch And Reservoir Company,SilverLakeDRC,G,19871009050,G,Y,1888-11-07,G,,N,,x,,x,40.034149,-105.281012,G2,Boulder,G,South Platte,G1,,x,
Silver Ridge Homeowners And Ditch Association,,x,19871366612,G,N,1979-03-07,G,,N,,x,,x,38.497357,-107.945166,G2,Montrose,G,Gunnison,G1,,x,
Simon Mutual Ditch And Reservoir Company,,x,19871071176,G,N,1920-02-13,G,,N,,x,,x,,,x,,x,,x,,x,
Simonton Ditch Company,SimontonDC,G,19871060462,G,N,1915-01-08,G,,N,,x,,x,39.732937,-105.009534,G2,Denver,G,Metro,G1,,x,
Skyline Ditch Company LLC,SkylineDC,G,20171561981,G,N,2017-07-24,G,,N,,x,,x,40.429305,-104.812469,G2,Greeley,G,South Platte,G1,,x,
Slade Irrigation Company,,x,19871044167,G,N,1907-02-07,G,,N,,x,,x,37.143770,-108.119053,G2,Hesperus,G,Southwest,G1,,x,
Slate Ditch Company,SlateDC,G,19871036898,G,N,1903-06-11,G,,N,,x,,x,40.097227,-104.850432,G2,Fort Lupton,G,South Platte,G1,,x,
Sloan'S Lake Lateral Ditch Company,,x,19871109353,G,N,1945-05-01,G,,N,,x,,x,,,x,,x,,x,,x,
Smith And Emmons Ditch Company,SmithEmmonsDC,G,19871110958,G,N,1946-06-25,G,,N,,x,,x,39.685592,-104.971324,G2,Denver,G,Metro,G1,,x,
Smith And Goss Ditch Company,SmithGossDC,G,19701223851,G,N,1970-11-02,G,1990-01-01,G,,x,,x,40.009237,-105.267939,G2,Boulder,G,South Platte,G1,,x,
Smith Irrigation Ditch,,x,19971076500,G,N,1997-05-13,G,,N,,x,,x,,,x,,x,,x,,x,
Smith Mutual Ditch Company,,x,19871057836,G,N,1913-03-19,G,,N,,x,,x,,,x,,x,,x,,x,
Smith-Mcknight Ditch Company,,x,19871103675,G,N,1938-11-14,G,,N,,x,,x,,,x,,x,,x,,x,
Snowmass Canyon Last Chance Ditch Company,,x,20001047009,G,N,2000-03-06,G,,N,,x,,x,39.368658,-107.031414,G2,Basalt,G,Colorado,G1,,x,
Snowmass Ditch Company,,x,19911031392,G,N,1991-05-01,G,,N,,x,,x,39.188243,-106.816929,G2,Aspen,G,Colorado,G1,,x,
Snowy Range Reservoir Company,,x,20021273346,G,N,2002-10-02,G,,N,,x,,x,37.428290,-105.045951,G2,La Veta,G,Arkansas,,,x,
Snyder-Smith Ditch Co.,SnyderSmithDC,G,19871216156,G,N,1970-01-20,G,,N,,x,,x,40.250043,-103.605482,G2,Brush,G,South Platte,G1,,x,
Soda Creek Ditch Company,,x,20031335117,G,N,2003-10-23,G,,N,,x,,x,40.484977,-106.831716,G3,Steamboat Springs,G,Yampa,G1,,x,
Soda Lakes Reservoir And Mineral Water Company,SodaLakesResMineralWC,G,19871017673,G,N,1894-10-05,G,,N,,x,,x,39.732937,-105.009534,G2,Denver,G,Metro,,,x,
Sooner Ditch Company,,x,19871051261,G,N,1910-02-15,G,,N,,x,,x,,,x,,x,,x,,x,
Sorrel Hills Mutual Ditch And Reservoir Company,,x,20131537152,G,N,2013-09-19,G,,N,,x,,x,39.688904,-106.810338,G2,Eagle,G,Colorado,G1,,x,
South Boulder And Bear Creek Ditch Company,SouthBoulderBearCrkDC,G,19871011714,G,N,1891-02-21,G,,N,,x,,x,39.987457,-105.089983,G2,Lafayette,G,South Platte,G1,,x,
South Boulder And Coal Creek 1st Extension Ditch Company,SouthBoulderCoalCrk1stExtensionDC,G,19871060656,G,N,1915-02-19,G,,N,,x,,x,39.977561,-105.132545,G2,Louisville,G,South Platte,G1,,x,
South Boulder And Coal Creek Irrigating Ditch Comp,SouthBoulderCoalCrkIDC,G,19871000725,G,N,1872-08-31,G,,N,,x,,x,39.977561,-105.132545,G2,Louisville,G,South Platte,G1,,x,
South Boulder And Foot Hills Irrigating Company,,x,19871082510,G,N,1925-11-05,G,,N,,x,,x,,,x,,x,,x,,x,
South Boulder Canon Ditch Company,,x,19871000554,G,N,1871-02-24,G,,N,,x,,x,,,x,,x,,x,,x,
South Canon Ditch Company,,x,19871002489,G,Y,1880-03-12,G,,N,,x,,x,38.433143,-105.259492,G2,Canyon City,G,Arkansas,G1,,x,
South Cheyenne Irrigating Ditch Co.,,x,19871002169,G,N,1879-10-18,G,,N,,x,,x,,,x,,x,,x,,x,
South Flat Ditch Company,SouthFlatDC,G,19871477995,G,N,1982-05-25,G,,N,,x,,x,40.173812,-105.169588,G2,Longmont,G,South Platte,G1,,x,
South Ledge Ditch Company,SouthLedgeDC,G,19871080910,G,N,1925-01-30,G,,N,,x,,x,40.210565,-105.233612,G2,Longmont,G,South Platte,G1,,x,
South Platte Ditch Company,SouthPlatteDC,G,19871003826,G,N,1881-06-01,G,,N,,x,,x,40.461208,-103.326959,G2,Merino,G,South Platte,G1,,x,
"South Platte Ditch Well Users, Inc.",SouthPlatteDWellUsers,G,20041121794,G,N,2004-04-02,G,,N,,x,,x,40.446422,-103.355031,G2,Merino,G,South Platte,G1,,x,
South Reservation Ditch Corporation,SouthReservationDC,G,19871261262,G,N,1973-08-15,G,,N,,x,,x,40.912550,-102.248324,G2,Julesburg,G,South Platte,G1,,x,
South Side Arroya Ditch Company,,x,19871075398,G,N,1922-03-27,G,,N,,x,,x,,,x,,x,,x,,x,
South Side Ditch Company,SouthSideDC,G,19871041929,G,Y,1906-01-31,G,,N,,x,,x,40.363900,-105.099534,G2,Loveland,G,South Platte,G1,,x,
South Side Ditch Extension Company,SouthSideExtensionDC,G,19871003518,G,N,1881-03-15,G,,N,,x,,x,40.363900,-105.099534,G2,Loveland,G,South Platte,G1,,x,
South Side Lateral Company,,x,19871104741,G,N,1939-12-04,G,,N,,x,,x,,,x,,x,,x,,x,
South Side Reservoir Company,SouthSideRC,G,20021354433,G,N,2002-12-20,G,,N,,x,,x,40.363900,-105.099534,G2,Loveland,G,South Platte,,,x,
SPL Ditch Company,SPLDC,G,19981225605,G,N,1998-12-21,G,,N,,x,,x,40.422014,-104.696852,G2,Greeley,G,South Platte,G1,,x,
Spring Canon Reservoir And Canal Company,,x,19871097008,G,N,1885-08-06,G,,N,,x,,x,,,x,,x,,x,,x,
Spring Creek Extension Ditch Company,,x,19871952508,G,Y,1901-04-22,G,,N,,x,,x,37.177362,-107.725111,G2,Ignacio,G,Southwest,G1,,x,
Spring Dale Ditch Company,,x,19871007471,G,N,1886-07-19,G,,N,,x,,x,,,x,,x,,x,,x,
Spring Park Irrigation Company,,x,19871073516,G,N,1921-03-10,G,,N,,x,,x,,,x,,x,,x,,x,
St. Vrain Land And Irrigation Company,,x,19871006557,G,N,1884-06-02,G,,N,,x,,x,,,x,,x,,x,,x,
St. Vrain Mutual Reservoir And Water Company,StVrainMutualRWC,G,19871589226,G,N,1984-10-01,G,1995-08-01,G,,x,,x,40.203156,-105.182664,G2,Longmont,G,South Platte,,,x,
St. Vrain Reservoir And Fish Company,StVrainRFC,G,19871013912,G,N,1892-06-13,G,,N,,x,,x,39.685592,-104.971324,G2,Denver,G,Metro,,,x,
Starbird Lateral Ditch Company,,x,19871001676,G,N,1878-04-27,G,,N,,x,,x,,,x,,x,,x,,x,
Stark - Volkman Ditch Company,,x,19871169729,G,N,1962-04-24,G,,N,,x,,x,38.433501,-107.880625,G2,Montrose,G,Gunnison,G1,,x,
Sterling Irrigation Company,SterlingIC,G,19871060781,G,N,1915-03-11,G,,N,,x,,x,40.625008,-103.219370,G2,Sterling,G,South Platte,G1,,x,
"Sterling No. 2, Ditch Company",,x,19871007027,G,N,1885-08-24,G,,N,,x,,x,,,x,,x,,x,,x,
Stevens And Linder Ditch Company,,x,20141241610,G,N,2014-04-16,G,,N,,x,,x,38.904339,-107.935979,G2,Cedaredge,G,Gunnison,G1,,x,
Stewart Ditch And Reservoir Company,,x,19871099363,G,Y,1935-06-01,G,,N,,x,,x,38.836366,-107.613796,G2,Paonia,G,Gunnison,G1,,x,
Stewart Ditch Extension Company,,x,19871026109,G,N,1898-02-07,G,,N,,x,,x,38.819424,-107.664093,G2,Paonia,G,Gunnison,G1,,x,
Stewart No. 1 Ditch Company,,x,20041380915,G,N,2004-10-29,G,,N,,x,,x,39.312473,-106.976255,G2,Snowmass,G,Colorado,G1,,x,
Stillwater Ditch And Reservoirs Company,,x,19871042578,G,N,1906-05-02,G,,N,,x,,x,,,x,,x,,x,,x,
Storm Ditch Company,StormDC,G,19871055125,G,N,1911-10-26,G,,N,,x,,x,39.921906,-104.977299,G2,Thornton,G,Metro,G1,,x,
Stransky Lateral Ditch Company,,x,19871104013,G,N,1939-02-21,G,,N,,x,,x,,,x,,x,,x,,x,
"Strauss Freeman Irrigation Company, LLC",StraussFreemanIC,G,20011160353,G,N,2001-08-15,G,,N,,x,,x,39.642843,-104.933945,G2,Englewood,G,Metro,G1,,x,
"Stremme-Gates Ditch Operations, Inc.",,x,20091230246,G,N,2009-04-24,G,,N,,x,,x,39.650175,-106.925429,G2,Gypsum,G,Colorado,G1,,x,
Stull Ditch Co,,x,19871022919,G,N,1896-09-04,G,,N,,x,,x,38.856600,-107.829000,G2,Hotchkiss,G,Gunnison,G1,,x,
Stumpf Lateral Ditch Company,StumpfLDC,G,20121129095,G,N,2012-02-28,G,,N,,x,,x,39.708226,-105.143740,G2,Lakewood,G,Metro,G1,,x,
Suburban Ditch Company,,x,19871112000,G,N,1947-01-21,G,,N,,x,,x,,,x,,x,,x,,x,
Suburban Lateral Ditch Co.,,x,19871152544,G,N,1961-02-17,G,,N,,x,,x,38.273590,-104.612148,G2,Pueblo,G,Arkansas,G1,,x,
Sullivan Ditch Company,,x,20161706775,G,N,2016-10-21,G,,N,,x,,x,37.278123,-107.614267,G2,Bayfield,G,Southwest,G1,,x,
"Sullivan-Wallace Ditch Company, Inc.",,x,19981140449,G,N,1998-08-03,G,,N,,x,,x,37.442147,-107.802185,G2,Durango,G,Southwest,G1,,x,
Summit Reservoir And Irrigation Company,,x,19871043485,G,Y,1906-10-19,G,,N,,x,,x,37.378797,-108.428577,G2,Mancos,G,Southwest,G1,,x,
Sunny Slope Reservoir Company,SunnySlopeRC,G,19871077831,G,N,1923-06-20,G,,N,,x,,x,40.312275,-105.055698,G2,Berthoud,G,South Platte,,,x,
Sunnyside Acres Lateral Ditch Company,,x,19871109416,G,N,1945-05-23,G,,N,,x,,x,,,x,,x,,x,,x,
Sunnyside Lateral Ditch Company,,x,19871115323,G,N,1948-10-19,G,,N,,x,,x,,,x,,x,,x,,x,
Sunnyside Park Ditch Company,,x,19871012902,G,N,1892-01-19,G,,N,,x,,x,38.573870,-106.036861,G2,Salida,G,Arkansas,G1,,x,
Sunrise Ditch Owners Association,,x,20091265068,G,N,2009-05-12,G,,N,,x,,x,38.936600,-107.968000,G2,Cedaredge,G,Gunnison,G1,,x,
"Sunrise Ditch, Inc.",,x,19871133661,G,N,1964-08-04,G,2001-06-18,G,,x,,x,,,x,,x,,x,,x,
"Sunrise Ditch, Inc.",,x,19871174831,G,N,1964-08-04,G,,N,,x,,x,,,x,,x,,x,,x,
Sunset Lake Feeder Ditch Co.,,x,19871123862,G,N,1953-06-11,G,,N,,x,,x,,,x,,x,,x,,x,
Supply Irrigating Ditch Company,SupplyIDC,G,19871049034,G,Y,1909-03-20,G,,N,,x,,x,39.685592,-104.971324,G2,Denver,G,Metro,G1,,x,
Supply Lateral Ditch Company,,x,19871075598,G,N,1922-05-01,G,,N,,x,,x,,,x,,x,,x,,x,
Surface Creek Ditch & Reservoir Company,,x,20141553666,G,N,2014-09-10,G,,N,,x,,x,38.908024,-107.946858,G2,Cedaredge,G,Gunnison,G1,,x,
Surface Creek Ditch And Reservoir Company,,x,19871097603,G,N,1886-10-23,G,,N,,x,,x,38.908024,-107.946858,G2,Cedaredge,G,Gunnison,G1,,x,
Suttle Ditch Company,,x,20091276106,G,N,2009-05-19,G,,N,,x,,x,40.486131,-106.834088,G2,Steamboat Springs,G,Yampa,G1,,x,
Swan View Irrigation Company,,x,19941043130,G,N,1994-04-13,G,,N,,x,,x,39.073488,-108.451371,G2,Clifton,G,Colorado,G1,,x,
Swede Ditch Company,,x,19871076562,G,N,1922-11-29,G,,N,,x,,x,,,x,,x,,x,,x,
Swede Lateral Ditch Company,,x,19871072188,G,N,1920-06-29,G,,N,,x,,x,,,x,,x,,x,,x,
Sweet-Jessup Canal Company,,x,19871035917,G,N,1903-01-08,G,,N,,x,,x,,,x,,x,,x,,x,
Swink Ditch And Reservoir Company,,x,19871539401,G,N,1983-09-26,G,,N,,x,,x,38.152075,-102.718766,G2,Wiley,G,Arkansas,G1,,x,
Sylvan Ditch And Reservoir Company,,x,19871054738,G,N,1911-08-09,G,,N,,x,,x,,,x,,x,,x,,x,
T. T. & C. Ditch Company,,x,19871367849,G,N,1979-03-23,G,,N,,x,,x,37.449868,-107.194989,G2,Pagosa Springs,G,Southwest,G1,,x,
Tailholt Irrigation Company,TailholtIC,G,20121718300,G,N,2012-12-28,G,2014-12-09,G,,x,,x,40.515471,-104.829957,G2,Eaton,G,South Platte,G1,,x,
Talbott Lateral Ditch LLC,TalbottLDC,G,20061458869,G,N,2006-11-09,G,,N,,x,,x,39.922475,-104.960996,G2,Eastlake,G,Metro,G1,,x,
Talley Ditch Company,,x,19871124008,G,N,1953-07-07,G,,N,,x,,x,,,x,,x,,x,,x,
Talmadge And Gibson Ditch And Reservoir Company,,x,19871078507,G,N,1923-11-20,G,,N,,x,,x,,,x,,x,,x,,x,
Taylor & Gill Ditch Company,TaylorGillDC,G,19871011691,G,N,1891-02-17,G,,N,,x,,x,40.626277,-105.138492,G2,Laporte,G,South Platte,G1,,x,
Tenassee Ditch Associates,,x,20141675714,G,N,2014-11-03,G,,N,,x,,x,38.572046,-106.041861,G2,Salida,G,Arkansas,G1,,x,
Tenth Avenue Lateral Ditch Company,,x,19871098357,G,N,1934-09-17,G,,N,,x,,x,,,x,,x,,x,,x,
Terrace Irrigation Company,,x,19871106361,G,N,1941-07-11,G,,N,,x,,x,37.579170,-106.148084,G2,Monte Vista,G,Rio Grande,G1,,x,
Terror Ditch And Reservoir Company,,x,19871081960,G,N,1925-07-16,G,,N,,x,,x,38.868320,-107.592002,G2,Paonia,G,Gunnison,G1,,x,
Terry Lake Reservoir Company,TerryLakeRC,G,20101437890,G,N,2010-08-05,G,2013-08-29,G,,x,,x,40.526291,-104.712969,G2,Eaton,G,South Platte,,,x,
Terry Lateral Ditch Company,TerryLDC,G,19871006379,G,N,1884-05-19,G,,N,,x,,x,39.685592,-104.971324,G2,Denver,G,Metro,G1,,x,
Thompson Glen Ditch Company,,x,19871032238,G,N,1901-03-09,G,,N,,x,,x,39.495104,-107.300346,G2,Glenwood Springs,G,Colorado,G1,,x,
"Thompson Rivers Storage And Irrigation Company, LLC",ThompsonRiversStorageIC,G,20061072931,G,N,2006-02-17,G,,N,,x,,x,40.395749,-105.073364,G2,Loveland,G,South Platte,G1,,x,
Thompson-Epperson Ditch Company,,x,19871092748,G,Y,1930-12-08,G,,N,,x,,x,37.177362,-107.725111,G2,Ignacio,G,Southwest,G1,,x,
Three Draw Ditch LLC,,x,20151325891,G,N,2015-05-17,G,,N,,x,,x,39.304181,-106.259763,G2,Leadvillle,G,Arkansas,G1,,x,
Tiffany Park Ditch Company,,x,19871169015,G,N,1963-09-20,G,,N,,x,,x,,,x,,x,,x,,x,
Tijeras Irrigating Ditch Company,,x,19871919703,G,N,1951-03-22,G,,N,,x,,x,,,x,,x,,x,,x,
Townsite Ditch Company,,x,19871044182,G,N,1907-02-11,G,,N,,x,,x,37.143770,-108.119053,G2,Hesperus,G,Southwest,G1,,x,
Treanor-Enterprise Ditch Company,,x,19871198780,G,N,1968-02-26,G,,N,,x,,x,37.127782,-108.103406,G2,Hesperus,G,Southwest,G1,,x,
Tremont Mutual Ditch Company,,x,19871048627,G,Y,1909-01-26,G,,N,,x,,x,,,x,,x,,x,,x,
Trial Ditch Company,,x,19871032162,G,N,1901-02-28,G,,N,,x,,x,,,x,,x,,x,,x,
Trickle Ditch Company,,x,20151156079,G,N,2015-03-02,G,,N,,x,,x,38.900829,-107.933949,G2,Cedaredge,G,Gunnison,G1,,x,
Trilby Lateral Ditch Company,TrilbyLDC,G,19871023925,G,N,1897-02-09,G,,N,,x,,x,40.507079,-105.089624,G2,Fort Collins,G,South Platte,G1,,x,
Trinchera Irrigation Company,,x,19871108360,G,N,1944-02-08,G,,N,,x,,x,37.435313,-105.512967,G2,Blanca,G,Rio Grande,G1,,x,
Tropic Ditch Company,,x,19871015734,G,N,1893-06-08,G,,N,,x,,x,38.868320,-107.592002,G2,Paonia,G,Gunnison,G1,,x,
Turner Ditch Company,,x,19871075461,G,N,1922-04-05,G,,N,,x,,x,38.862147,-107.595371,G2,Paonia,G,Gunnison,G1,,x,
"Twenty Mile Reservoir Water Company, LLC",,x,19971188248,G,N,1997-11-24,G,2008-08-25,G,,x,,x,39.545969,-107.325551,G2,Glenwood Springs,G,Colorado,,,x,
Twin Lakes Reservoir And Canal Company,,x,19871024801,G,N,1897-06-15,G,,N,,x,,x,38.218825,-103.756501,G2,Ordway,G,Arkansas,,,x,
Uncompahgre Valley Water Users Association,,x,,x,Y,,x,,N,,x,,x,,,x,Montrose,G,,x,,x,
Union Ditch And Water Company,,x,19871059015,G,N,1914-01-05,G,,N,,x,,x,38.393906,-105.117496,G2,Florence,G,Arkansas,G1,,x,
Union Ditch Company,UnionDC,G,19871000977,G,Y,1874-04-01,G,,N,,x,,x,40.389487,-104.727947,G2,Greeley,G,South Platte,G1,,x,
Union Lateral Irrigating Company,,x,19871067375,G,N,1918-05-06,G,,N,,x,,x,,,x,,x,,x,,x,
